authorname	interest1	interest2	interest3	interest4	interest5
Xueyi Wang	support vector machine	cloud computing	resource allocation
Diego Gragnaniello	pattern recognition	deep learning	biometrics
K. Premalatha	data mining	soft computing	image processing
Hajira Jabeen	big data	data mining	machine learning
Omar Alfandi	networking	security	wireless sensor networks
Sai Hong Tang	system engineering	operation research	robotics
Andrzej Szymczak	computer graphics	visualization	computational geometry
Martin Kurras	mobile communications	mimo	digital signal processing
Kadri Hacioglu	natural language processing	speech recognition	machine learning
Karthik Narasimhan	natural language processing	reinforcement learning	artificial intelligence
Juan Carlos Acosta Guadarrama	mathematical logic	answer sets programming	artificial intelligence
Marwane El Kharbili	business process management	enterprise modeling	semantic web
Charles Lesire	artificial intelligence	robotics	software engineering
Simon Hadfield	computer vision	machine learning	motion estimation
Jinhua Du	machine translation	artificial intelligence	machine learning
Erman Ayday	privacy	data security	trust
Aiping Wu	computational biology	data integration	cancer
Munir Cochinwala	database	big data	distributed systems
Rushed Kanawati	machine learning	complex networks	social network analysis
Eric Guérin	computer science	computer graphics	virtual worlds
Kevin El Haddad	affective computing	speech processing	artificial intelligence
Elizabeth Sillence	psychology	trust	online communities
Chucai Yi	computer vision	pattern recognition	image processing
Ruili Wang	artificial intelligence	speech processing	complex systems
Fotis Liarokapis	computer graphics	augmented reality	virtual reality
Eric Yi Liu	data mining	bioinformatics	machine learning
Simon Dalmolen	supply chain management	multi agent systems	business intelligence
Timo Aho	machine learning	theoretical computer science	cloud computing
Fernando Berzal	data mining	software engineering	complex networks
Ogier Maitre	evolutionary algorithm	genetic programing	gpgpu
Erica de Vries	educational technology	design	visualizations
Maryam Barshan	computer networks	network	optimization
Christos H. Papadimitriou	algorithms	complexity	game theory
Mohammed Khider	navigation	communications	signal processing
Sujun Li	bioinformatics	proteomics	systems biology
Gerardo Schneider	formal methods	model checking	privacy
Amelia Zafra	artificial intelligence	machine learning	data mining
Brent Rossen	artificial intelligence	virtual humans	virtual reality
Vinicius Facco Rodrigues	cloud computing	high performance computing	distributed systems
Adrian V. Dalca	computer science	medical image analysis	computational biology
Leila Sharifi	system analysis	modeling	distributed systems
Alfonso Mateos	decision theory	risk analysis	decision support systems
Johann Daigremont	distributed computing	mobile communications	multimedia
Yanchun Zhang	web	data mining	database
David Swapp	virtual reality	interaction	haptics
Bart Massey	artificial intelligence	software engineering	programming languages
Madhu Jain	stochastic process	queueing theory	reliability
Bahtijar Vogel	web engineering	software engineering	data visualization
Xishi Huang	medical imaging	medical image processing	artificial intelligence
Marcin Witczak	fault diagnosis	fuzzy systems	neural networks
Tamjidul Hoque	bioinformatics	machine learning	artificial intelligence
João Lobato Oliveira	robotics	artificial intelligence	signal processing
Hee Rin Lee	human robot interaction	human computer interaction	design methodology
João Pedro Pedroso	operations research	optimization	simulation
Sanghoon Choi	computational fluid dynamics	image registration	biomedical imaging
Jingyu Li	speech recognition	deep learning	machine learning
Almudena Lindoso	fault tolerance	image processing	biometrics
Andrea Pacifici	operations research	scheduling	combinatorial optimization
Dongfeng Han	medical image analysis	computer vision	image process
Geev Mokryani	operations research	planning	electricity markets
Mohamed Ghazel	mathematics	statistics	physics
S. Sundaram	bioinformatics	big data	cloud computing
Roderick Bloem	formal methods	model checking	temporal logic
Thomas Lorenz	applied mathematics	differential equations	dynamical systems
Werner Sandmann	stochastic modeling	simulation	queueing theory
Slobodan Lukovic	network on chip	security	multi agent systems
Fabiano Tarlao	machine learning	artificial intelligence	genetic programming
Ranjan Srivastava	information systems	software testing	e commerce
Felice Manganiello	computational algebra	cryptography	communication
Eric Forgoston	applied mathematics	nonlinear dynamics	fluid mechanics
Sven Schäge	computer security	security	it security
Emma E. Regentova	image processing	networking	mobile communication
Soledad Escolar	wireless sensor networks	algorithms	models
Sumit Purohit	artificial intelligence	algorithms	information fusion
Augusto Born de Oliveira	real time systems	scheduling	embedded systems
Adam Hahn	cyber security	cyber physical systems	smart grid
Andreas Breitenmoser	robotics	sensor networks	control theory
Javed Ferzund	big data	internet of things	machine learning
Eric Breimer	semantic web	linked data	data visualization
Mauro Roisenberg	artificial intelligence	neural networks	computational intelligence
Z. Cihan Taysi	wireless sensor networks	signal processing	embedded systems
Donggeun Yoo	deep learning	computer vision	artificial intelligence
Eric Shieh	artificial intelligence	multi agent systems	game theory
R. Müller	machine learning	artificial intelligence	big data
Néstor Becerra Yoma	human robot interaction	speech processing	signal processing
Zhenman Fang	computer architecture	cloud computing	performance evaluation
Eduardo Mena	semantic web	mobile computing	description logics
Stefanie Rinderle	business process management	information systems	business intelligence
Bojan Pepik	computer vision	pattern recognition	machine learning
Leroy Hood	systems biology	genomics	cancer
Md. Iqbal Hossain	graph drawing	algorithms	graph theory
Gianluca Mezzetti	formal languages	logic	type systems
Xiaoming Zheng	biomedical informatics	health informatics	internet
Mazliza Othman	pervasive computing	wireless networks	cloud computing
Sara Hachem	computer science	internet of things	java
Guobin Xu	computer network	security	cloud computing
Suprava Patnaik	image processing	computer vision	machine learning
Norman Heino	semantic web	databases	parallel algorithms
Ekrem Kocaguneli	machine learning	artificial intelligence	software engineering
Anoop Deoras	machine learning	recommender system	speech recognition
Jianjun Zhao	software engineering	programming language	program analysis
Michael J. Oudshoorn	computer science education	software engineering	programming languages
David Menotti	computer vision	image processing	pattern recognition
Yunze Zeng	wireless networking	mobile computing	machine learning
Matthew Hurst	artificial intelligence	text mining	data mining
Maarten Speekenbrink	decision making	cognitive modelling	time series analysis
Yanling Yang	proteomics	genetics	biochemistry
Carlo Torniai	semantic web	knowledge engineering	bioinformatics
Tobias Wrigstad	type systems	programming languages	parallel programming
Alejandro López	data structures	algorithms	online algorithms
Christoph Boden	natural language processing	machine learning	social network analysis
Sabbir Ahmed	stochastic programming	integer programming	mathematical programming
Naveed Imran	vlsi design	digital signal processing	video coding
Kewei Tu	machine learning	natural language processing	computer vision
Maya Kallas	machine learning	signal processing	fault detection
Hui Zang	pattern recognition	biometrics	image processing
Oscar Puñal	wireless communications	network protocols	vehicular networks
Jeff Offutt	software engineering	software testing	web applications
Piet Hut	artificial intelligence	astrophysics	cognitive science
Barbara Hammer	machine learning	data mining	neural networks
Matthew Damigos	database	data warehouse	data mining
Ebrahim Nasrabadi	optimization	algorithms	supply chain management
Hasan Abasi	high performance computing	distributed system	operating systems
Manuel Serrano	software quality	data warehouse	software metrics
Yinggong Zhao	natural language processing	machine translation	deep learning
Hao Fu	networking	social media	pervasive computing
Georgia Koloniari	data management	distributed systems	social networks
Yannis Kotidis	databases	big data	data streams
David Dupplaw	computer science	image retrieval	image analysis
Anne Jorstad	computer vision	visualization	computational geometry
Mohammed Anwer	image processing	artificial intelligence	computer security
Serkan Gugercin	control theory	numerical analysis	inverse problems
Brad McKenna	virtual worlds	social media	information systems
Aida Mustapha	computational linguistics	soft computing	data mining
Marco Pedicini	theoretical computer science	cryptography	systems biology
I. Safak Bayram	smart grid	performance modeling	optimization
Sohail Bahmani	optimization	compressed sensing	signal processing
Mojca Ciglaric	networks	distributed systems	security
Karel Zimmermann	computer vision	tracking	robotics
Mark Crowley	machine learning	artificial intelligence	reinforcement learning
Monther Aldwairi	network security	intrusion detection	pattern matching
Vojtech Svátek	semantic web	knowledge discovery	ontology engineering
Do Young Choi	agent based modeling	artificial neural network	bayesian network
Jürgen Sturm	computer vision	machine learning	robotics
Ohad Inbar	human computer interaction	user experience	usability
Chris Harrelson	human computer interaction	mobile devices	machine learning
Chongle Pan	systems biology	computational biology	proteomics
Yunchao Gong	machine learning	image retrieval	computer vision
Hongshan Jiang	bioinformatics	parallel computing	compiler
Xi Lin	computer vision	pattern recognition	face recognition
Bernd Finkbeiner	reactive systems	verification	temporal logic
Mihai Duguleana	artificial intelligence	robotics	virtual reality
Bahram Sadeghi Bigham	computational geometry	robotics	motion planning
Shreyas Venugopalan	pattern recognition	signal processing	computer vision
Ivan Bindoff	artificial intelligence	serious games	simulation
Derek Rayside	software engineering	formal methods	program analysis
Marc Pantel	software engineering	formal methods	model driven engineering
Dian Gong	machine learning	statistical learning	data mining
Olga Caprotti	computational linguistics	symbolic computation	computational logic
Natasa Przulj	computational biology	bioinformatics	biomedical informatics
Bernard Chalmond	image analysis	statistical learning	inverse problem
Robert Castelo	computational biology	statistics	machine learning
Perrine Pittet	ontologies	knowledge management	description logics
Hrvoje Belani	software engineering	requirements engineering	information security
Prakash Shelokar	evolutionary algorithms	multi objective optimization	data mining
Rafik Makhloufi	network protocols	architectures	routing
Michael Hauck	software architecture	software engineering	middleware
Ubbo Visser	artificial intelligence	knowledge representation	robotics
Bruce Hendrickson	computational science	linear algebra	data mining
Rafael Radkowski	augmented reality	human computer interaction	computer vision
Telmo Amaral	computer vision	machine learning	pattern recognition
Alexander Ulanov	machine learning	information retrieval	natural language processing
Didem Unat	high performance computing	parallel computing	compilers
Sisil Kumarawadu	artificial intelligence	automatic control	intelligent systems
Boxiang Dong	data mining	data privacy	security
Oliver Fleischmann	computer vision	computational photography	signal processing
Waraporn Jirapanthong	software engineering	requirements engineering	data mining
Dimitris Bakalis	vlsi design	test	computer arithmetic
José Luis Alba-Castro	image processing	biometrics	machine learning
Konstantinos Ioannidis	artificial intelligence	robotics	computer vision
Jaakko J. Väyrynen	artificial intelligence	natural language processing	statistical machine translation
Jari Toivanen	scientific computing	numerical analysis	computational finance
Siyao Fu	robots	affective computing	computer vision
Gowtham Atluri	data mining	machine learning	neuroimaging
Mohammed Goryawala	biomedical image	signal processing	neuroimaging
Jéssyka Vilela	software engineering	requirements engineering	embedded systems
Emmanuelle Vaast	information systems	social media	online communities
Alessia Visconti	computational biology	data mining	machine learning
Tor J. Larsen	innovation	information systems	knowledge management
Maciej Zieba	artificial intelligence	machine learning	data mining
Sten Govaerts	computer science	human computer interaction	visualizations
Rawia Awadallah	databases	information systems	data mining
Van Chan Ngo	formal verification	programming languages	compilers
Tino Fleuren	distributed system	cloud computing	grid computing
Georgios Stamoulis	design	smart grids	wireless sensor networks
Luís Sarmento	natural language processing	information extraction	machine learning
Branimir Reljin	signal processing	image processing	medical imaging
Vu Thai Luan	numerical analysis	differential equations	scientific computing
Giuseppe Durisi	information theory	signal processing	compressive sensing
Karol Furdík	artificial intelligence	knowledge management	natural language processing
M. Fadlallah	deep learning	smart grid	mobile networks
Benjamin Seibold	scientific computing	numerical analysis	partial differential equations
Gábor Márton	machine learning	astrophysics	statistics
Robby Goetschalckx	artificial intelligence	machine learning	reinforcement learning
Lior Horesh	inverse problems	numerical simulation	optimal design
Michael Vallance	virtual worlds	communication	education
Evgeny Knutov	adaptive systems	linked data	semantic search
Konstantin Kozlov	bioinformatics	systems biology	mathematical modeling
Minh Tue Vo	artificial intelligence	machine learning	natural language processing
Jirí Navrátil	natural language processing	machine translation	machine learning
Edurne Barrenechea	artificial intelligence	fuzzy logic	image processing
Ashish Tripathi	evolutionary computation	soft computing	artificial intelligence
Mohsen Sardari	information theory	coding theory	machine learning
Minsuk Lee	embedded systems	open source software	file system
Mirko Vujosevic	operations research	supply chain	petri nets
Andreas Geiger	computer vision	machine learning	robotics
Arnaud Grignard	agent based modeling	complex systems	information visualization
Juan C. Valle-Lisboa	cognitive science	neural networks	education
M. J. Zemerly	augmented reality	ubiquitous computing	information security
Sastry Kompella	wireless communication	routing	scheduling
H. A. Sanjay	parallel computing	grid computing	cloud computing
Khoa Trinh	theoretical computer science	approximation algorithms	randomized algorithms
Mayank Pandey	optimization	scheduling	evolutionary algorithms
V. Dhanalakshmi	natural language processing	computational linguistics	machine learning
Soon Ae Chun	security	privacy	semantic web
Tomás Helikar	computational biology	systems biology	immunology
Abhijit Kundu	robotics	computer vision	machine learning
Shuo Han	optimization	control theory	cyber physical systems
Hedvig Kjellström	robotics	computer vision	machine learning
Feng Mao	web	security	compiler
Angelina Espinoza	software engineering	business process modeling	ontologies
Abdulla Bataineh	computer architecture	cloud computing	network
Sebastian Stawicki	rough sets	data mining	machine learning
Vida Ravanmehr	information theory	bioinformatics	data compression
Björn Landfeldt	networks	communication systems	wireless networks
Kumar Sankar Ray	computer vision	pattern classification	machine learning
Oline Vinter Olesen	computer vision	medical imaging	medical image analysis
Leonardo Lesmo	natural language processing	computational linguistics	artificial intelligence
Wei Bi	machine learning	data mining	artificial intelligence
Pádraig Cunningham	machine learning	case based reasoning	recommender systems
Petr Kadlec	machine learning	predictive modelling	data mining
Tomaz Curk	bioinformatics	data mining	artificial intelligence
Robert Mueller	machine learning	artificial intelligence	big data
María Auxilio Medina Nieto	digital libraries	semantic web	information retrieval
Warren Tate	molecular biology	biochemistry	neuroscience
Qing Gao	human factors	human computer interaction	social computing
Brian Bockelman	distributed computing	grid computing	data management
André Grahl Pereira	artificial intelligence	heuristic search	planning
Claus Bahlmann	computer vision	pattern recognition	machine learning
Min Cheol Lee	speech recognition	natural language processing	digital signal processing
Ilaria Giordani	machine learning	ambient intelligence	security
Davy Monticolo	knowledge engineering	multi agent system	artificial intelligence
Youchang Kim	artificial intelligence	machine learning	network on chip
Matús Pleva	speech processing	language modeling	networking
Mikko Särelä	internet	communication networks	network security
Manos Papagelis	data mining	databases	knowledge discovery
R. Krishnan	network analysis	e commerce	privacy
Jan Knopp	computer vision	computer graphics	machine learning
Marc Geilen	models of computation	embedded systems	cyber physical systems
Hannes Strass	knowledge representation	reasoning	nonmonotonic reasoning
Roman Neruda	artificial intelligence	machine learning	evolutionary computing
Javier Vélez	engineering	physics	modeling
Ahmad Baraani	information systems	data mining	data security
Peyman Razaghi	probability	statistics	information theory
Abdullah Al Hasib	smart grid	security	mobile computing
Pradeeban Kathiravelu	distributed systems	software defined networking	cloud computing
Wenbin Fang	computer systems	data management	parallel computing
Koyel Mukherjee	algorithms	online learning	game theory
Tapan Kumar Bhowmik	machine learning	handwriting recognition	image processing
Minming Ni	wireless networking	ad hoc network	performance analysis
Maria Martínez-Ballesteros	evolutionary algorithms	data mining	association rules
Beatriz Bernárdez	requirements engineering	human factors	software quality
Tulay Yildirim	artificial intelligence	biometrics	neural networks
Alireza Fathi	computer vision	machine learning	robotics
Yangyang Zhang	distributed system	big data	virtualization
Roland Levillain	image processing	software engineering	programming languages
Gordon Briggs	artificial intelligence	cognitive science	human robot interaction
Vaibhava Goel	automatic speech recognition	natural language processing	machine learning
Nick Taylor	ambient intelligence	machine learning	pervasive computing
Bayya Yegnanarayana	speech	signal processing	artificial neural networks
Wenlong Xu	machine learning	data mining	bayesian network
Qiguang Liu	computer vision	machine learning	computer graphics
Avrilia Floratou	databases	big data	cloud computing
Daniel Dadush	algorithms	complexity	geometry
Anna Maria Gil Lafuente	fuzzy systems	uncertainty	decision making
Vassilis Tsogkas	information retrieval	clustering	web mining
Ryota Kimura	communications	signal processing	protocols
Adil Mehmood Khan	machine learning	image processing	wearable computing
Samaneh Kouchaki	signal processing	computational biology	machine learning
Stephan Preibisch	computational biology	software development	computer vision
Sambhav Jain	natural language processing	machine learning	computational linguistics
Hari Sundar	parallel	distributed computing	medical image analysis
Arminda Guerra	human computer interaction	interaction design	social informatics
Kubilay Atasu	computer architecture	algorithms	parallel computing
Juan G. Victores	machine learning	computational intelligence	computer vision
Nathan Jacobs	computer vision	deep learning	social media
Man Chon U	artificial intelligence	machine learning	network security
Ehud Kalai	game theory	computer science	operations research
Anand Ranganathan	artificial intelligence	distributed systems	middleware
René Rydhof Hansen	static analysis	security	real time systems
Jean Quilbeuf	formal methods	distributed systems	embedded systems
Chaitrali Amrutkar	security	web	cellular networks
Margus Veanes	automata theory	formal methods	program analysis
Philipp Gschwandtner	high performance computing	performance analysis	multi objective optimization
Zhengrui Qin	security	privacy	cyber physical systems
Orhan Bulan	computer vision	pattern recognition	video processing
Xinglong Wang	bioinformatics	natural language processing	computational linguistics
Manuel Román	ubiquitous computing	middleware	mobile computing
Jonathan T. Morgan	user experience	human computer interaction	computer supported cooperative work
Grant Strong	graphics	visualization	gpgpu
Kuiyu Chang	sentiment analysis	information retrieval	data mining
Yinxiao Li	computer vision	machine learning	robotics
Jelena Nakic	human computer interaction	e learning	programming
M. A. Rodrigues	parallel	distributed computing	evolutionary computation
Alberto Lluch-Lafuente	computer science	formal methods	verification
Rahul Chougule	artificial intelligence	data mining	text mining
Adam Grzywaczewski	artificial intelligence	machine learning	information retrieval
Vu Le Anh	database	intelligent systems	information systems
Patrik Simons	compilers	security	theoretical computer science
Adam Marcus	databases	social computing	design
Neha Sharma	modelling	simulation	artificial intelligence
Jiarui Ding	bioinformatics	machine learning	systems biology
Abdelkader Gouaich	game	serious game	artificial intelligence
Mohand Saïd Allili	image processing	computer vision	pattern recognition
Sajid Siraj	decision making	operations research	machine learning
Younbo Jung	communication	human computer interaction	computer mediated communication
Partha Kanuparthy	computer networking	distributed systems	operating systems
Werner Nutt	data management	data quality	data integration
Ehsan Asgarian	data mining	knowledge engineering	bioinformatics
Farzad Farnoud	electrical engineering	computer science	information theory
Monique Laurent	combinatorial optimization	semidefinite programming	combinatorics
Stefan Bischof	semantic web	query languages	reasoning
Oleg Fryazinov	computational geometry	computer graphics	computer animation
Panagiotis Takis Metaxas	parallel computing	web search	computational social science
Caroline Uhler	graphical models	convex optimization	computational biology
Xingzhong Xu	machine learning	signal processing	big data
Steve Schneider	security	privacy	trust
Worrawat Engchuan	bioinformatics	machine learning	computational biology
I. Z. Reguly	high performance computing	computational fluid dynamics	domain specific languages
Greg Morrisett	programming languages	security	semantics
Daniel Dajun Zeng	multi agent systems	recommender systems	social computing
Marzie Zarinbal	artificial intelligence	fuzzy logic	image processing
Paritosh Mittal	machine learning	computer vision	biometrics
Antonella Zanna	numerical analysis	differential equations	medical image processing
Laurent Houssin	discrete event systems	operations research	optimization
Vikas Saxena	image processing	computer vision	software engineering
Matteo Brucato	databases	information retrieval	natural language processing
Adrian Craciun	automated reasoning	logic	computer algebra
Phan Cong Vinh	formal methods	reconfigurable computing	autonomic computing
Jun Okamoto Jr.	robotics	machine vision	artificial intelligence
Charles Richter	robotics	automation	planning
Douglas J. Baxter	computational biology	linear algebra	high performance computing
Massimiliano Masi	network security	process algebra	formal methods
Borhan Samei	machine learning	data mining	natural language processing
Alessandro Sordoni	artificial intelligence	information retrieval	deep learning
Petar Kormushev	reinforcement learning	machine learning	robotics
Ram Srinivasan	distributed systems	machine learning	social networks
Michael Gribskov	bioinformatics	computational biology	genomics
B. M. Patre	robust control	sliding mode control	fuzzy logic
Hugo Bruneliere	software engineering	modeling	reverse engineering
Jialiang Yang	bioinformatics	computational biology	machine learning
Björn Schelter	data analysis	modelling	physics
Giancarlo Mauri	theoretical computer science	bioinformatics	systems biology
Raquel Sebastião	data mining	machine learning	data streams
Nicola Santoro	distributed computing	algorithms	dynamic systems
Michelangelo Ceci	artificial intelligence	machine learning	knowledge discovery
Juan Antonio Navarro Pérez	automated reasoning	program analysis	artificial intelligence
Yongtao Hu	computer vision	graphics	multimedia
Karel van den Bosch	cognitive psychology	artificial intelligence	modeling
Eleftherios Garyfallidis	medical imaging	machine learning	scientific visualization
Huseyin Cavusoglu	information security	privacy	information systems
Rick Stevens	bioinformatics	distributed computing	visualization
Abdellah Idrissi	artificial intelligence	big data	data mining
Radhakrishna Achanta	computer vision	image processing	image retrieval
Manuel Fogue	artificial intelligence	data mining	evolutionary computing
Toshiharu Hatanaka	evolutionary computation	particle swarm optimization	swarm intelligence
Takeaki Uno	algorithm	data mining	combinatorics
K. Mori	medical imaging	image processing	computer vision
Robert Godin	data mining	formal concept analysis	information retrieval
Pedro Sá Silva	project management	risk management	simulation
Freddy Odille	magnetic resonance imaging	image processing	numerical computing
Rene Donner	computer vision	machine learning	medical imaging
Onur Kucuktunc	data mining	sentiment analysis	video processing
George Theodorakopoulos	trust	privacy	security
Sadegh Aliakbary	social networks	social simulation	data mining
Jonatha Anselmi	optimization	probability	performance
Giuseppe Castagna	theoretical computer science	programming languages	concurrency theory
Richard Pak	human factors	automation	human computer interaction
Christian Widmer	machine learning	computational biology	cancer
Ali Nouri	artificial intelligence	machine learning	reinforcement learning
Navid Razmjooy	optimal control	soft computing	image processing
Eduard Paul Enoiu	software engineering	software testing	model checking
Khoo Eng Tat	virtual reality	mixed reality	serious games
Mark Coletti	evolutionary computation	machine learning	simulation
Amine Louati	web service	social networks	multi agent systems
Sergio Grammatico	automatic control	control systems	control theory
Medha Atre	big data	graph algorithms	distributed systems
Alcemir Rodrigues Santos	software engineering	software testing	software maintenance
Tai T. Do	wireless communications	energy efficiency	information theory
Raphael Fonteneau	decision making	reinforcement learning	optimal control
Leszek Nowak	image processing	pattern recognition	artificial intelligence
Naoki Kawai	computer graphics	image processing	virtual reality
Mahmood Ahmadi	computer networks	internet of things	high performance computing
Aida Nematzadeh	computational linguistics	machine learning	cognitive science
Gideon Nimako	information systems	health informatics	high performance computing
Sonia Pérez	algebraic geometry	computer science	symbolic computation
Dominique Vaufreydaz	healthcare	assistive technologies	affective computing
David Sirkin	design	interaction design	human robot interaction
Sundeep Rangan	wireless communications	estimation	graphical models
Behnaz Omoomi	graph theory	combinatorics	game theory
Risto Vaarandi	network	cyber security	data mining
Yoonseop Kang	artificial intelligence	machine learning	neural networks
Haiquan Li	bioinformatics	computational biology	biomedical informatics
Ahmed Maalel	artificial intelligence	decision support systems	knowledge management
Marijke Coetzee	access control	information security	social computing
Takuro Fukunaga	computer science	graph algorithm	combinatorial optimization
Hua Qin	genomics	biomedical informatics	data integration
Ralf Mikut	data mining	image processing	computational intelligence
Catalin Ionescu	machine learning	computer vision	statistics
Yandong Wen	computer vision	deep learning	face recognition
Henry Joutsijoki	machine learning	data mining	classification
Sudheer Sahu	algorithms	machine learning	data mining
Sudipto Dolui	image processing	compressed sensing	magnetic resonance imaging
Aleksandar Kavcic	data storage	information theory	communications
Suratna Budalakoti	machine learning	data mining	information retrieval
Charith Abhayaratne	signal processing	video coding	watermarking
Tian Pan	computer network	computer architecture	machine learning
Ozren Gamulin	physics	material science	computer science
Muhammed Fatih Bulut	cloud computing	mobile computing	crowdsourcing
Natarajan Sriraam	artificial intelligence	machine learning	reinforcement learning
Maodi Hu	computer vision	machine learning	biometrics
Altan Koçyigit	computer networks	software engineering	big data
Wenjie Ruan	ubiquitous computing	machine learning	neural networks
Manjunath Narayana	machine learning	computer vision	image processing
Richard Kueng	quantum information	compressive sensing	convex optimization
Shubin Zhao	machine learning	data mining	natural language processing
Hamed Abrishami	image processing	pattern recognition	machine vision
Vesna Bosilj-Vuksic	business process management	knowledge management	information systems
Veljko Milutinovic	computer architecture	computer science	computer engineering
Cristina Fra	pervasive computing	context awareness	internet of things
Peiqin Gu	artificial intelligence	semantic web	cloud computing
Xiaoxiao Liu	medical image analysis	biomedical imaging	machine learning
Niraj Kumar Singh	formal methods	formal verification	requirement engineering
Eugenio Mattei	bioinformatics	computational biology	computer science
Shweta Shetty	fault tolerant	artificial intelligence	mobile applications
Luca Marchetti	artificial intelligence	data fusion	object tracking
Vikas Ramachandra	data analysis	machine learning	healthcare
Abhyudai Singh	control theory	dynamical systems	systems biology
Sergey Boldyrev	distributed systems	mathematics	artificial intelligence
Niyazi Sahin	computational fluid dynamics	finite element methods	integral equations
Panayiotis Korfiatis	medical image	deep learning	pattern recognition
Kalyanmoy Deb	optimization	evolutionary computation	multi objective optimization
Martín Barrère	computer security	network management	mobile computing
Emilio Serrano	machine learning	social network analysis	ambient intelligence
Xuan Song	data mining	computer vision	robotics
Massimo Torquati	parallel	distributed computing	programming models
Ljupco Kocarev	nonlinear dynamics	complex systems	complex networks
NhatHai Phan	data mining	machine learning	social network
D. Selvathi	image processing	soft computing	artificial intelligence
Samir Omanovic	software engineering	pattern recognition	image processing
Luís Filipe Teófilo	artificial intelligence	game theory	human computer interaction
Mark Parker	combinatorial optimization	operations research	applied mathematics
Yuval Merhav	natural language processing	information extraction	machine learning
Evangelos Dermatas	pattern recognition	speech	video processing
Yanwu Xu	medical image processing	machine learning	pattern recognition
Chowarit Mitsantisuk	motion control	human robot interaction	haptic
Minh Dao	nonmonotonic reasoning	algorithms	logic programming
John Fowler	industrial engineering	operations research	supply chain management
Zeshui Xu	decision analysis	information fusion	fuzzy sets
Thomas Degueule	domain specific languages	model driven engineering	software engineering
Benjamin Carrión Schäfer	high level synthesis	reconfigurable computing	design space exploration
Vinod Grover	statistics	programming languages	compilers
Michela Fazzolari	artificial intelligence	machine learning	data mining
Dirk Deschrijver	computational modeling	optimization	simulation
Matthias Klusch	artificial intelligence	intelligent agents	semantic technologies
Asem A. Othman	biometrics	image processing	computer vision
Ulrike Fischer	databases	business intelligence	time series analysis
Markus Esch	computer science	distributed system	complex networks
Alexander Tuzikov	image processing	computer vision	bioinformatics
Dadong Wang	image analysis	intelligent systems	artificial intelligence
Lijun Zhang	mobile computing	wireless networks	computer science
Michael Hanus	programming languages	functional programming	logic programming
Fatima Vayani	algorithms	bioinformatics	data structures
Cesare Ferri	artificial intelligence	machine learning	data mining
Alexandre Sorokine	crowdsourcing	computer vision	machine learning
Ismail Avcibas	security	signal processing	data compression
David Fernández-Amorós	software engineering	software product lines	natural language processing
Yaron Kanza	databases	world wide web	geographic information systems
M. R. Eslahchi	numerical analysis	approximation theory	numerical linear algebra
Jun Qin	proteomics	biochemistry	molecular biology
Konstantinos Sfikas	computer vision	graphics	pattern recognition
Agata Manolova	machine learning	computer vision	virtual
Alcino Cunha	software engineering	formal methods	functional programming
Tomer Ullman	cognitive science	computational modeling	artificial intelligence
Ali Emre Pusane	information theory	coding theory	wireless communications
Giovanni Yoko Kristianto	artificial intelligence	machine learning	information retrieval
Mei Huang	educational technology	e commerce	virtual reality
Xu Zhong	parallel	distributed computing	cloud computing
Michael Sapienza	computer vision	machine learning	robotics
Kyle Robert Harrison	particle swarm optimization	genetic programming	computational intelligence
Amira Serifovic-Trbalic	artificial intelligence	pattern recognition	medical image processing
Josephine Sullivan	computer vision	machine learning	statistics
Marek Sikora	decision support systems	data mining	rough sets
Richard Socher	deep learning	machine learning	natural language processing
Pedro Barahona	artificial intelligence	constraint programming	bioinformatics
Panayiotis Kotzanikolaou	security	privacy	cryptography
Sarath Chandra Janga	bioinformatics	computational biology	systems biology
Sima Taheri	computer vision	pattern recognition	medical image analysis
Matthew Zucker	robotics	motion planning	machine learning
Samson Lasaulce	game theory	information theory	networks
Krista Lagus	machine learning	data analysis	cognition
Hugo Hiden	cloud computing	artificial intelligence	genetic programming
Jan Baumbach	bioinformatics	computer science	genetics
Guolong Su	signal processing	machine learning	communication
Robert R. Morris	networks	operating systems	distributed systems
Sourish Dasgupta	semantic web	computational linguistics	artificial intelligence
Julie Hui	design	innovation	visualization
Behrouz Tork Ladani	cryptographic protocols	software security	formal verification
William Hasenplaugh	computer science	computer architecture	cryptography
Rok Piltaver	artificial intelligence	machine learning	data mining
Mohammad Shihabul Haque	embedded systems	design space exploration	computer architecture
Abdullah Alfazi	cloud computing	data mining	information retrieval
Veska Gancheva	bioinformatics	software engineering	high performance computing
Manuel Gomez-Rodriguez	machine learning	networks	artificial intelligence
Cyrille Bertelle	complex systems	artificial intelligence	swarm intelligence
Taesu Kim	machine learning	neural networks	signal processing
Namfon Assawamekin	software engineering	knowledge engineering	ontologies
Eun Young Kim	computer vision	computer graphics	robotics
Arik Senderovich	queueing theory	data mining	machine learning
Dizan Vasquez	robotics	machine learning	computer vision
Peter Rogelj	medical image processing	computer vision	pattern recognition
Vikas Shivashankar	planning	scheduling	robotics
Boumediene Hamzi	control theory	dynamical systems	time series
Matteo Leonetti	artificial intelligence	machine learning	robotics
Jiliang Tang	feature selection	social network analysis	data mining
Fuat Akal	big data	cloud computing	data management
Jeffrey Baumes	computer science	visualization	graph theory
Baiyang Liu	computer vision	machine learning	pattern recognition
Decebal Constantin Mocanu	artificial intelligence	machine learning	deep learning
Karen Joyce	remote sensing	interactive	collaborative learning
